source,target,dist,street_name
842361496,2031080592,5.41,Lemmensberg
2271046298,1298656607,6.81,Veldstraat
2271046298,894530975,19.02,Veldstraat
2271046298,2271046257,87.36,Unnamed road
2271046302,2271046306,26.81,Unnamed road
1708747426,1708747398,26.01,Unnamed road
1708747426,1708747431,20.45,Unnamed road
1708747426,12335431790,3.5,Unnamed road
2271046306,2271046310,23.44,Unnamed road
2271046306,2271046302,26.81,Unnamed road
6854634150,6848923395,16.72,Unnamed road
6854634150,6848923469,9.31,Unnamed road
1708747431,1708747426,20.45,Unnamed road
1708747431,1708747433,14.41,Unnamed road
2271046310,894530975,40.45,Veldstraat
2271046310,296350911,13.9,Veldstraat
2271046310,2271046306,23.44,Unnamed road
1708747433,1708747431,14.41,Unnamed road
1708747433,12335431792,19.96,Unnamed road
1708747433,1708747398,21.98,Unnamed road
1708747436,12335431794,23.24,Unnamed road
1708747436,12335431793,3.46,Unnamed road
1708747438,1708747441,20.08,Unnamed road
1708747438,12335431794,5.99,Unnamed road
1708747441,12335431795,6.18,Unnamed road
1708747441,1708747438,20.08,Unnamed road
13046737586,3192162423,13.62,Unnamed road
13046737586,13046737587,1.68,Unnamed road
13046737587,13046737586,1.68,Unnamed road
13046737587,3192162422,6.57,Unnamed road
13046737588,13461417107,21.17,Unnamed road
13046737588,3194367132,4.42,Unnamed road
13046737589,3194367321,63.78,Unnamed road
13046737589,3194367132,4.34,Unnamed road
13046737590,3194367132,3.85,Unnamed road
13046737590,13461363289,12.62,Unnamed road
13046737591,13046737594,35.8,Unnamed road
13046737591,3194367487,3.83,Unnamed road
13046737592,3194367487,3.44,Unnamed road
13046737592,3194367489,12.57,Unnamed road
13046737593,3194367487,2.35,Unnamed road
13046737593,3194367321,43.15,Unnamed road
13046737594,3192143001,4.16,Unnamed road
13046737594,13046737591,35.8,Unnamed road
13046737595,3194367309,37.64,Unnamed road
13046737595,3192143001,3.24,Unnamed road
13046737596,13046737597,7.98,Unnamed road
13046737596,3194367321,4.62,Unnamed road
13046737597,13046737598,7.34,Unnamed road
13046737597,13046737596,7.98,Unnamed road
13046737598,3194367309,3.8,Unnamed road
13046737598,13046737597,7.34,Unnamed road
13046737599,13046737600,19.12,Unnamed road
13046737599,3194367309,3.78,Unnamed road
13046737600,13046749802,5.74,Unnamed road
13046737600,13046737599,19.12,Unnamed road
13046737600,247948264,30.36,Unnamed road
892168899,4567852604,15.94,Oude Keulseweg
892168899,152336771,13.46,Oude Keulseweg
2911726283,2911726288,10.03,Unnamed road
2911726288,2911726283,10.03,Unnamed road
2911726288,2911726289,4.88,Unnamed road
2911726289,2911726288,4.88,Unnamed road
2911726289,2911726292,6.85,Unnamed road
2911726292,2911726289,6.85,Unnamed road
2911726292,6806609901,4.94,Unnamed road
13202713301,13202713302,2.64,Unnamed road
13202713301,13202710300,2.76,Unnamed road
13202713302,13202713303,26.08,Unnamed road
13202713302,13202713301,2.64,Unnamed road
13202713303,13202713304,3.3,Unnamed road
13202713303,13202713302,26.08,Unnamed road
13202713304,13203575127,42.33,Unnamed road
13202713304,13202713303,3.3,Unnamed road
13202713305,13202713306,4.68,Unnamed road
13202713305,13203575127,12.1,Unnamed road
13202713306,1570210059,2.85,Joos Florquinlaan
13202713306,4975968933,3.99,Joos Florquinlaan
13202713306,13202713305,4.68,Unnamed road
13202713307,13203612527,29.4,Unnamed road
13202713307,1570210048,7.05,Unnamed road
13202713307,13202710298,19.61,Unnamed road
13202713307,13202710297,9.83,Unnamed road
3202278385,9306885570,1.25,Avenue de Roodebeek - Roodebeeklaan
13181230996,13181230995,4.77,Unnamed road
13181230996,546243606,14.56,Unnamed road
5180058339,5180058340,8.9,Albert Devuestraat
5180058340,4474881240,10.44,Albert Devuestraat
5180058341,5186128260,9.21,Albert Devuestraat
5180058342,11549448482,3.05,Albert Devuestraat
5180058343,4309042782,4.21,Albert Devuestraat
9258853365,3493997116,1.9,Unnamed road
9258853365,9258853366,2.66,Unnamed road
9258853366,9258853365,2.66,Unnamed road
9258853366,9258853367,26.52,Unnamed road
9258853366,9300160103,11.13,Unnamed road
9258853367,9258853366,26.52,Unnamed road
9258853367,9258853368,2.75,Unnamed road
9258853367,9258853369,3.12,Unnamed road
3202278391,1924142114,8.22,Avenue de Roodebeek - Roodebeeklaan
9258853368,3493997820,1.78,Unnamed road
9258853368,9258853367,2.75,Unnamed road
9258853369,9258853367,3.12,Unnamed road
9258853369,9258853371,8.25,Unnamed road
9258853371,9258853370,0.96,Unnamed road
9258853371,9258853372,45.42,Unnamed road
9258853371,9258853369,8.25,Unnamed road
13181231004,78270383,3.75,Unnamed road
13181231004,13181231003,26.54,Unnamed road
9258853373,9092843742,3.26,Unnamed road
9258853373,9258853375,1.0,Unnamed road
7495052072,259177776,50.7,Doleegstraat
7495052072,69428628,9.77,Doleegstraat
7495052072,13228096508,3.44,Unnamed road
7495052072,13228096509,3.05,Unnamed road
13181231011,13181231012,3.1,Unnamed road
13181231011,13181231010,2.45,Unnamed road
13181231012,13181231013,44.1,Unnamed road
13181231012,13181231011,3.1,Unnamed road
13181231013,13181231014,47.81,Unnamed road
13181231013,13181231012,44.1,Unnamed road
540109647,10284275058,5.46,Guldendelleweg - Buurtweg 32
540109647,10284275057,5.08,Guldendelleweg - Buurtweg 32
621112222,621112223,25.94,Unnamed road
621112222,6793398064,10.88,Unnamed road
621112223,621112224,15.15,Unnamed road
621112223,621112222,25.94,Unnamed road
621112223,9769378054,7.43,Unnamed road
621112224,621112223,15.15,Unnamed road
621112224,556835870,10.4,Unnamed road
621112227,248729187,10.17,Unnamed road
621112227,621112228,22.42,Unnamed road
621112228,621112227,22.42,Unnamed road
621112228,248729186,10.1,Unnamed road
980511657,980511661,17.12,Biereikenveld
980511657,1266490567,18.72,Biereikenveld
980511657,5129176302,54.57,Biereikenveld
980511661,980457924,17.87,Biereikenveld
980511661,980511657,17.12,Biereikenveld
9576475568,12900263387,24.81,Unnamed road
9576475568,12900263388,25.24,Unnamed road
9576475569,9576475579,19.88,Unnamed road
9576475574,9576475584,9.09,Unnamed road
9576475575,11432348883,10.59,Unnamed road
8662117304,8662117305,17.68,Unnamed road
8662117304,8662117308,49.29,Unnamed road
9576475576,9576475586,12.41,Unnamed road
8662117306,8662117307,21.87,Unnamed road
8662117306,8662117305,16.59,Unnamed road
8662117307,1364820224,49.74,Unnamed road
8662117307,1364820225,36.54,Unnamed road
8662117307,8662117306,21.87,Unnamed road
8662117305,8662117306,16.59,Unnamed road
8662117305,8662117304,17.68,Unnamed road
8662117309,5247864597,41.85,Unnamed road
8662117309,8662117310,37.23,Unnamed road
8662117310,8662117309,37.23,Unnamed road
8662117310,5247864586,11.02,Unnamed road
9576475582,9576475574,20.88,Unnamed road
9576475583,9576475582,14.1,Unnamed road
9576475585,9576475576,16.41,Unnamed road
9576475586,11431924311,16.57,Unnamed road
3957418944,31343878,15.78,Omleiding
3957418945,1501128162,28.68,Omleiding
9576475589,9576475590,17.42,Unnamed road
3957418946,1501128206,18.37,Omleiding
9576475587,12900263384,59.57,Unnamed road
9576475584,11432348882,11.05,Unnamed road
6379367365,5146614107,18.06,Multi Move-pad
6379367365,6379367366,34.15,Multi Move-pad
6379367366,6379367365,34.15,Multi Move-pad
6379367366,6379367367,26.79,Multi Move-pad
6379367367,6379367366,26.79,Multi Move-pad
6379367367,6379367368,19.36,Multi Move-pad
6379367368,6379367367,19.36,Multi Move-pad
6379367368,6379367369,26.22,Multi Move-pad
6379367369,6379367368,26.22,Multi Move-pad
6379367369,6379367370,32.53,Multi Move-pad
6379367370,6379367369,32.53,Multi Move-pad
6379367370,7177746487,2.87,Multi Move-pad
6379367371,1589970412,50.79,Unnamed road
6379367371,324321877,9.73,Unnamed road
6379367371,7177746487,28.93,Multi Move-pad
3957418954,3957418956,19.27,Unnamed road
3957418954,1138950661,67.79,Unnamed road
3957418956,739398838,74.62,Unnamed road
3957418956,3957418954,19.27,Unnamed road
3056167886,3056167887,6.4,Unnamed road
3056167886,324434864,3.62,Unnamed road
3056167887,615421594,2.88,Unnamed road
3056167887,3056167886,6.4,Unnamed road
9576475597,9576475601,36.85,Unnamed road
9576475601,9576475598,25.25,Unnamed road
9576475598,9576475599,46.38,Unnamed road
9576475599,12900263382,38.73,Unnamed road
9576475600,9576404186,8.86,Unnamed road
9576475608,9576475607,13.71,Unnamed road
9576475607,9576476919,74.11,Unnamed road
9576475604,9576475603,23.41,Unnamed road
9576475603,312998131,36.59,Unnamed road
9974410218,9974410221,2.35,Pioengang
9974410218,9946764439,0.59,Pioengang
9974410221,9972533138,1.03,Pioengang
9974410221,9974410218,2.35,Pioengang
9974410226,9972533139,0.85,Unnamed road
9974410226,9974410227,1.94,Unnamed road
9974410227,9974410226,1.94,Unnamed road
9974410227,18635962,8.9,Unnamed road
1351183346,4960733108,24.07,Langendaalstraat
1351183346,443403389,59.81,Langendaalstraat
9974410236,18635966,3.4,Vestinggang
9974410236,2606704919,1.94,Vestinggang
5249788929,1201078418,14.45,Naamsesteenweg
5249788930,1497710855,4.66,Onze-Lieve-Vrouwstraat
5249788930,159605729,4.76,Onze-Lieve-Vrouwstraat
5249788931,20917942,9.29,Naamsesteenweg
5249788931,11417720981,70.64,Naamsesteenweg
5249788931,9654876979,6.03,Unnamed road
5249788931,9654876978,7.27,Unnamed road
5249788933,1201078364,24.81,Bierbeekstraat
9974410250,9972533141,0.86,Daneelsgang
9974410250,9974410251,1.99,Daneelsgang
9974410251,9974410250,1.99,Daneelsgang
9974410251,18635964,3.34,Daneelsgang
945384472,12423231015,16.16,Unnamed road
945384472,316786431,75.61,Unnamed road
945384472,13302436382,2.47,Voetweg 3
945384472,9124587355,2.69,Unnamed road
9974410274,9974410275,10.41,Unnamed road
9974410274,10052562948,8.64,Unnamed road
9974410275,9974410276,14.08,Unnamed road
9974410275,9974410274,10.41,Unnamed road
9974410276,9974410277,14.24,Unnamed road
9974410276,9974410275,14.08,Unnamed road
9974410277,9974410278,14.4,Unnamed road
9974410277,9974410276,14.24,Unnamed road
9974410278,9974410279,9.28,Unnamed road
9974410278,9974410277,14.4,Unnamed road
9974410279,9974410280,8.46,Unnamed road
9974410279,9974410278,9.28,Unnamed road
9974410280,9974410281,16.28,Unnamed road
9974410280,9974410279,8.46,Unnamed road
9974410281,9974410282,20.35,Unnamed road
9974410281,9974410280,16.28,Unnamed road
9974410282,9974202395,1.3,Paardenweg
9974410282,9946764438,3.58,Paardenweg
9974410282,9974410283,5.02,Unnamed road
9974410282,9974410281,20.35,Unnamed road
9974410283,9974410284,35.32,Unnamed road
9974410283,9974410282,5.02,Unnamed road
9974410284,9974410285,35.01,Unnamed road
9974410284,9974410283,35.32,Unnamed road
9974410285,9974410286,19.53,Unnamed road
9974410285,9974410284,35.01,Unnamed road
9974410286,9974410287,6.11,Unnamed road
9974410286,9974410285,19.53,Unnamed road
9974410287,9974410288,5.31,Unnamed road
9974410287,9974410286,6.11,Unnamed road
9974410288,9974410293,2.04,Unnamed road
9974410288,9974410287,5.31,Unnamed road
9974410288,13119545192,7.64,Unnamed road
9974410290,13069503298,4.24,Monseigneur Van Waeyenberghlaan
9974410290,9972533217,12.91,Unnamed road
9974410290,9974410294,3.94,Unnamed road
9974410290,9974410293,4.2,Unnamed road
9974410290,16571375,9.64,Monseigneur Van Waeyenberghlaan
9974410292,9974410294,3.61,Unnamed road
9974410292,9974410295,18.32,Unnamed road
9974410292,13119545166,4.48,Unnamed road
9974410293,9974410288,2.04,Unnamed road
9974410293,9974410290,4.2,Unnamed road
9974410294,9974410292,3.61,Unnamed road
9974410294,9974410290,3.94,Unnamed road
9974410295,9974410296,37.34,Unnamed road
9974410295,9974410292,18.32,Unnamed road
9974410296,3173490356,2.05,Daneelsgang
9974410296,9972533141,0.83,Daneelsgang
9974410296,9974410297,21.52,Unnamed road
9974410296,9974410295,37.34,Unnamed road
9974410297,9972533140,0.85,Vestinggang
9974410297,9946764441,3.73,Vestinggang
9974410297,9974410298,38.89,Unnamed road
9974410297,9974410296,21.52,Unnamed road
9974410298,2052484385,2.46,Unnamed road
9974410298,9972533139,1.25,Unnamed road
9974410298,9974410299,5.08,Unnamed road
9974410298,9974410297,38.89,Unnamed road
9974410299,9946764440,1.87,Pioengang
9974410299,9972533138,1.44,Pioengang
9974410299,9974410300,23.61,Unnamed road
9974410299,9974410298,5.08,Unnamed road
9974410300,9972533207,12.51,Unnamed road
9974410300,9974410299,23.61,Unnamed road
1424583735,31346489,36.05,Dorpsstraat
1424583735,3351797763,12.32,Dorpsstraat
3434441793,69425031,26.72,Rotspoelstraat
3434441793,69425030,22.43,Rotspoelstraat
3434441793,13227870646,5.1,Unnamed road
3434441795,13227870646,2.52,Unnamed road
3434441795,3434441839,63.43,Unnamed road
152136793,7512306300,48.77,Boulevard de la Woluwe - Woluwedal
3434441839,3434441795,63.43,Unnamed road
7471459468,11839039120,15.83,Unnamed road
7471459469,5489418246,36.73,Groenstraat
7471459469,11839039120,3.56,Unnamed road
7471459476,5489418244,4.72,Unnamed road
7471459476,1121859067,8.57,Unnamed road
3434441889,249670411,20.33,Sint-Reneldisplein
3434441889,13227870441,28.57,Sint-Reneldisplein
3434441889,3434441890,33.87,Unnamed road
3434441890,3434441889,33.87,Unnamed road
3434441890,3434441893,3.37,Unnamed road
2349714547,2349714535,16.05,Unnamed road
2349714547,2349714560,11.47,Unnamed road
3434441893,3434441890,3.37,Unnamed road
3434441893,3434441894,26.44,Unnamed road
3434441894,249670517,22.31,Sint-Reneldisplein
3434441894,20984454,27.6,Sint-Reneldisplein
3434441894,3434441893,26.44,Unnamed road
1488284841,2065290215,5.97,Unnamed road
1488284841,248807442,14.54,Wilselsesteenweg
1488284841,1400489571,4.16,Wilselsesteenweg
11328122043,3206736942,10.71,Unnamed road
11328122043,11328122044,37.31,Unnamed road
11328122044,12567448298,26.49,Unnamed road
11328122044,11328122043,37.31,Unnamed road
2625989825,266377048,58.35,Beekstraat
2625989825,281174345,27.23,Beekstraat
2625989825,2625989896,70.41,Stationplaats
13370485963,13370485968,32.55,Wijgmaalsesteenweg
13370485963,26816826,71.48,Wijgmaalsesteenweg
13370485963,13370485964,23.31,Unnamed road
13370485964,13370485963,23.31,Unnamed road
13370485968,1410841870,8.9,Wijgmaalsesteenweg
13370485968,13370485963,32.55,Wijgmaalsesteenweg
13370485968,13370485969,18.06,Unnamed road
13370485969,13370485968,18.06,Unnamed road
13206383830,7970449033,10.19,Weldadigheidsstraat
13206383831,3060725817,1.96,Unnamed road
10013469913,2736443416,1.14,Mechelsesteenweg
10013469913,31344545,158.28,Mechelsesteenweg
10013469913,2736443414,5.2,Unnamed road
85814520,3201523881,4.0,Jodenstraat
85814520,85814788,17.49,Schrijnmakersstraat
85814520,2957537850,4.11,Schrijnmakersstraat
1424583937,1495766673,5.81,Hoogebeekweg (W50)
1424583937,818996493,45.14,Hoogebeekweg (W50)
7300347969,7300347970,4.12,Unnamed road
7300347969,7300347968,3.98,Unnamed road
2625989896,2625989825,70.41,Stationplaats
2625989896,2628394575,11.23,Unnamed road
11648986388,11648986389,33.81,Unnamed road
11648986388,11648986395,2.88,Unnamed road
11648986389,11648986398,30.63,Unnamed road
11648986389,11648986388,33.81,Unnamed road
11648986389,11648986394,3.87,Unnamed road
11648986390,11648986391,2.37,Unnamed road
11648986390,11648986398,3.8,Unnamed road
11648986390,11648986408,4.61,Unnamed road
11648986391,11648986390,2.37,Unnamed road
11648986391,11648986393,9.25,Unnamed road
11648986392,11648986393,9.24,Unnamed road
11648986392,3181101243,0.77,Unnamed road
11648986393,11648986392,9.24,Unnamed road
11648986393,11648986391,9.25,Unnamed road
11648986394,11648986389,3.87,Unnamed road
11648986395,11648986388,2.88,Unnamed road
11648986395,11648986396,4.25,Unnamed road
11648986396,11648986395,4.25,Unnamed road
11648986396,11648986397,1.42,Unnamed road
11648986396,11648986406,14.48,Unnamed road
11648986397,11648986396,1.42,Unnamed road
11648986398,11648986390,3.8,Unnamed road
11648986398,11648986389,30.63,Unnamed road
11648986398,11648986399,2.48,Unnamed road
11648986399,11648986398,2.48,Unnamed road
11648986400,3144098256,5.42,Unnamed road
11648986400,4551219574,10.44,Unnamed road
11648986400,11648986401,0.49,Unnamed road
11648986401,11648986400,0.49,Unnamed road
1513975065,3957423774,10.29,Omleiding
11648986406,11648986410,21.79,Unnamed road
11648986406,11648986396,14.48,Unnamed road
11648986407,11648986408,24.38,Unnamed road
11648986407,11648986409,3.38,Unnamed road
11648986408,11648986390,4.61,Unnamed road
11648986408,11648986407,24.38,Unnamed road
11648986409,11648986407,3.38,Unnamed road
11648986409,11648986410,5.52,Unnamed road
11648986410,11648986406,21.79,Unnamed road
11648986410,11648986409,5.52,Unnamed road
7306046772,7306046773,27.08,Unnamed road
7306046773,7279070248,8.91,Verbindingslaan
7306046773,7282000169,2.37,Verbindingslaan
7306046773,7306046772,27.08,Unnamed road
7886433592,273074149,35.08,Hoogstraat
7886433592,307992383,92.32,Hoogstraat
7886433592,9645550685,10.47,Unnamed road
7886433593,7886433599,14.29,Unnamed road
7886433593,9645550685,31.39,Unnamed road
7886433593,7886433628,32.61,Unnamed road
7886433594,7886433595,14.4,Unnamed road
7886433594,7886433602,10.25,Unnamed road
7886433595,7886433596,47.82,Unnamed road
7886433595,7886433594,14.4,Unnamed road
7886433595,7886433598,16.03,Unnamed road
7886433596,7886433597,15.56,Unnamed road
7886433596,7886433595,47.82,Unnamed road
7886433597,7886433598,43.6,Unnamed road
7886433597,7886433596,15.56,Unnamed road
7886433598,7886433612,8.34,Unnamed road
7886433598,7886433595,16.03,Unnamed road
7886433598,7886433597,43.6,Unnamed road
7886433599,7886433593,14.29,Unnamed road
7886433599,7886433600,27.03,Unnamed road
7886433599,7886433602,16.17,Unnamed road
7886433600,7886433601,16.17,Unnamed road
7886433600,7886433599,27.03,Unnamed road
7886433601,7886433602,27.41,Unnamed road
7886433601,7886433600,16.17,Unnamed road
7886433602,7886433601,27.41,Unnamed road
7886433602,7886433594,10.25,Unnamed road
7886433602,7886433599,16.17,Unnamed road
7886433603,7886433613,8.22,Woluwestraat
7886433603,7886433605,4.79,Unnamed road
7886433605,7886433614,4.38,Unnamed road
7886433606,7886433607,54.97,Unnamed road
7886433607,7886433608,11.14,Unnamed road
7886433607,311960200,9.52,Unnamed road
7886433608,7886433610,25.28,Unnamed road
7886433610,3924331624,3.81,Unnamed road
7886433610,263914463,7.04,Unnamed road
11245284684,11528975033,2.43,Dorp
7886433612,7886433614,24.99,Unnamed road
7886433612,7886433598,8.34,Unnamed road
7886433613,1985739675,23.26,Woluwestraat
7886433614,7886433606,6.95,Unnamed road
7886433614,7886433612,24.99,Unnamed road
11245284685,11528975036,1.65,Dorp
1424584018,10937843999,27.76,Unnamed road
1424584018,1495766926,17.9,Unnamed road
7886433628,7886433593,32.61,Unnamed road
1099787628,2938929979,35.02,Unnamed road
1099787628,5137723214,57.03,Unnamed road
1099787628,2634267829,6.94,Unnamed road
1424584055,1495766660,7.61,Unnamed road
1424584055,10937843999,36.53,Unnamed road
892169597,152297688,21.2,Voskapelstraat
892169597,11020786513,3.94,Voskapelstraat
3202278526,1481281079,2.07,Unnamed road
1425370532,539531303,22.99,Termeredellelaan
1425370532,539531313,121.48,Termeredellelaan
311960200,11381124301,6.69,Woluwestraat
311960200,7886433607,9.52,Unnamed road
311960201,1483477217,71.98,Stationsstraat
311960201,1211016543,28.49,Kerkstraat
11281237483,867278872,87.21,Unnamed road
11281237483,867278661,71.27,Unnamed road
311960202,311960316,30.47,Kerkplein
11281237484,11281237488,15.16,Unnamed road
11281237484,867278872,102.14,Unnamed road
311960203,1618846509,8.19,Stationsstraat
311960203,1618846522,14.87,Hector Henneaulaan
311960203,8772049474,12.92,Hector Henneaulaan
11281237485,11281237488,40.54,Unnamed road
11281237485,11281237486,55.04,Unnamed road
311960204,1618846528,53.55,Stationsstraat
11281237486,11281237485,55.04,Unnamed road
311960205,311960206,5.25,Keibergstraat
311960205,13368837084,6.71,Keibergstraat
11281237487,11281237488,51.24,Unnamed road
311960206,13368837062,26.71,Keibergstraat
12413136349,4524884359,7.57,Dijlepad
12413136349,4524884358,4.55,Dijlepad
11281237488,11281237485,40.54,Unnamed road
11281237488,11281237484,15.16,Unnamed road
11281237488,11281237487,51.24,Unnamed road
11281237489,1297609844,24.47,Unnamed road
11281237489,867278742,70.35,Unnamed road
11281237490,12173036874,2.84,Unnamed road
11281237490,12173036873,5.97,Unnamed road
11281237490,12173036876,9.04,Unnamed road
11281237491,11281237530,6.22,Unnamed road
11281237491,11281237492,7.01,Unnamed road
11281237492,11281237491,7.01,Unnamed road
11281237492,11281237531,6.02,Unnamed road
11281237493,11281237494,2.25,Unnamed road
11281237493,867278812,2.25,Unnamed road
11281237494,867278867,2.25,Unnamed road
11281237494,11281237493,2.25,Unnamed road
11281237495,11281237496,2.29,Unnamed road
11281237495,867278754,2.29,Unnamed road
85814787,3101985657,3.02,Schrijnmakersstraat
85814787,3101985491,14.81,Schrijnmakersstraat
85814788,3101985491,20.72,Schrijnmakersstraat
85814788,85814520,17.49,Schrijnmakersstraat
11281237496,867278626,2.28,Unnamed road
11281237496,11281237495,2.29,Unnamed road
11281237497,11281237498,1.96,Unnamed road
11281237497,867278626,1.98,Unnamed road
11281237498,11281237499,1.97,Unnamed road
11281237498,11281237497,1.96,Unnamed road
11281237499,867278525,1.97,Unnamed road
11281237499,11281237498,1.97,Unnamed road
11281237500,11281237501,2.24,Unnamed road
11281237500,867278568,2.24,Unnamed road
13279522334,13279800595,3.74,Unnamed road
13279522334,4548315732,3.73,Unnamed road
13279522335,4548315732,5.35,Unnamed road
13279522337,13279522338,29.73,Unnamed road
13279522337,13279522341,15.62,Unnamed road
13279522338,3328609993,8.19,Unnamed road
13279522338,13279522337,29.73,Unnamed road
11281237501,316230268,2.24,Unnamed road
11281237501,11281237500,2.24,Unnamed road
13279522341,13279522337,15.62,Unnamed road
13279522341,3445113707,63.42,Unnamed road
11281237502,867278584,2.25,Unnamed road
11281237502,316230268,2.24,Unnamed road
11281237503,867278626,5.99,Unnamed road
11281237503,867278672,37.24,Unnamed road
224751152,1142939031,37.06,Kolonel Begaultlaan
224751152,13352242504,3.83,Kolonel Begaultlaan
11281237504,11281237505,1.27,Unnamed road
11281237504,867278652,1.27,Unnamed road
11281237505,867278721,1.27,Unnamed road
11281237505,11281237504,1.27,Unnamed road
11281237506,11281237507,1.29,Unnamed road
11281237506,867278563,1.28,Unnamed road
11281237507,11281237508,1.28,Unnamed road
11281237507,11281237506,1.29,Unnamed road
11281237508,11281237509,1.29,Unnamed road
11281237508,11281237507,1.28,Unnamed road
11281237509,867278672,1.28,Unnamed road
11281237509,11281237508,1.29,Unnamed road
11281237510,11281237511,1.19,Unnamed road
11281237510,867278793,1.19,Unnamed road
2616553045,1018659775,114.23,Zwette Jean
2616553045,864705617,109.91,Zwette Jean
6839756144,6839764260,112.81,Kribbepad
6839756144,6839756146,3.25,Kribbepad
11281237515,11281237516,1.63,Unnamed road
11281237515,867278793,2.56,Unnamed road
11281237516,11281237517,5.7,Unnamed road
11281237516,11281237515,1.63,Unnamed road
11281237517,867278684,5.28,Unnamed road
11281237517,11281237516,5.7,Unnamed road
6616346230,71330592,17.69,Sint-Annastraat
6616346230,71330589,6.88,Sint-Annastraat
6616346230,9172048762,8.68,Unnamed road
6616346231,71330587,18.32,Sint-Annastraat
6616346231,71330585,10.84,Sint-Annastraat
6616346231,9172048764,15.67,Unnamed road
6616346232,71330582,18.18,Sint-Annastraat
6616346232,71330580,7.27,Sint-Annastraat
6616346232,12658181676,9.02,Unnamed road
6616346233,71330576,22.9,Sint-Annastraat
6616346233,6616346234,10.72,Sint-Annastraat
6616346234,6616346233,10.72,Sint-Annastraat
6616346234,1381579875,88.95,Sint-Annastraat
2873716344,2873624508,56.17,Unnamed road
2873716344,2873615884,8.28,Unnamed road
11281237518,867278732,3.46,Unnamed road
11281237518,867278684,4.35,Unnamed road
11281237519,867278516,2.82,Unnamed road
11281237519,867278732,4.59,Unnamed road
11281237520,867278681,3.03,Unnamed road
11281237520,867278516,3.4,Unnamed road
11281237521,867278818,1.66,Unnamed road
11281237521,867278492,3.44,Unnamed road
11281237522,11281237523,1.79,Unnamed road
11281237522,867278818,2.18,Unnamed road
11281237523,11281237524,1.8,Unnamed road
11281237523,11281237522,1.79,Unnamed road
11281237524,867278620,1.6,Unnamed road
11281237524,11281237523,1.8,Unnamed road
11281237525,11281237526,2.61,Unnamed road
11281237525,867278800,2.46,Unnamed road
7796256415,5413109163,2.63,Unnamed road
7796256415,7796256416,5.65,Unnamed road
7796256416,7796256415,5.65,Unnamed road
7796256416,5413109164,4.39,Unnamed road
11281237526,867278573,2.47,Unnamed road
11281237526,11281237525,2.61,Unnamed road
1470721698,1470720025,17.99,Unnamed road
11281237527,867278762,2.36,Unnamed road
11281237527,867278573,2.44,Unnamed road
11281237528,867278528,2.56,Unnamed road
11281237528,867278762,2.82,Unnamed road
11281237529,316230271,4.52,Unnamed road
11281237529,867278528,3.42,Unnamed road
11281237530,316230267,6.56,Unnamed road
11281237530,11281237491,6.22,Unnamed road
7835315892,5176941939,11.39,Toverbergstraat
7835315892,1473012576,13.55,Toverbergstraat
7835315892,7835315893,36.55,Unnamed road
7835315893,7835315894,13.62,Unnamed road
7835315893,7835315892,36.55,Unnamed road
7835315894,1473012576,38.19,Unnamed road
7835315894,7835315893,13.62,Unnamed road
11281237531,11281237492,6.02,Unnamed road
11281237531,316230271,6.47,Unnamed road
2349714653,2349714654,7.68,Unnamed road
2349714653,2349714652,11.97,Unnamed road
7835315899,7835315900,35.13,Unnamed road
7835315900,7835315901,2.72,Unnamed road
7835315900,7835315899,35.13,Unnamed road
7835315901,7835315902,15.66,Unnamed road
7835315901,7835315900,2.72,Unnamed road
7835315902,7835315903,7.35,Unnamed road
7835315902,7835315901,15.66,Unnamed road
7835315903,7835315904,6.4,Unnamed road
7835315903,7835315902,7.35,Unnamed road
7835315904,7835315905,16.04,Unnamed road
7835315904,7835315903,6.4,Unnamed road
7835315905,7835315904,16.04,Unnamed road
7835315905,7835315907,61.3,Unnamed road
7835315905,7835315906,49.45,Unnamed road
7835315906,7835315905,49.45,Unnamed road
7835315907,7835315908,44.67,Unnamed road
7835315907,7835315905,61.3,Unnamed road
7835315908,7835315934,43.82,Toverbergstraat
7835315908,10049082489,9.25,Toverbergstraat
7835315908,7835315907,44.67,Unnamed road
7835315913,10049082489,18.32,Toverbergstraat
7835315913,5799145867,14.61,Toverbergstraat
7835315913,7835315920,15.35,Unnamed road
7835315914,7835315920,4.22,Unnamed road
7835315915,7835315916,3.44,Unnamed road
7835315916,7835315917,3.78,Unnamed road
7835315916,7835315915,3.44,Unnamed road
7835315917,7835315918,4.62,Unnamed road
7835315917,7835315916,3.78,Unnamed road
7835315918,7835315919,5.4,Unnamed road
7835315918,7835315917,4.62,Unnamed road
7835315919,7835315920,1.93,Unnamed road
7835315919,7835315918,5.4,Unnamed road
7835315920,7835315914,4.22,Unnamed road
7835315920,7835315913,15.35,Unnamed road
7835315920,7835315919,1.93,Unnamed road
7835315934,7846828501,23.35,Toverbergstraat
7835315934,7835315908,43.82,Toverbergstraat
9502551775,8108926773,20.56,Unnamed road
9502551775,9502551776,136.57,Unnamed road
9502551776,9502551775,136.57,Unnamed road
9502551776,9502551777,16.87,Unnamed road
9502551777,9502551776,16.87,Unnamed road
7835315935,1364823166,37.31,Toverbergstraat
7835315935,178929993,3.95,Toverbergstraat
2160528105,9259899521,1.21,Unnamed road
2160528106,9259899520,1.12,Unnamed road
7835315960,7835315961,1.65,Unnamed road
7835315961,7835315962,2.26,Unnamed road
7835315961,7835315960,1.65,Unnamed road
