source,target,dist,street_name
1497900560,2788994294,10.64,Unnamed road
1497900560,5236719401,6.16,Unnamed road
60565008,1340877019,19.98,Leuvensestraat
60565008,266117537,72.06,Leuvensestraat
60565009,60565010,101.94,Leuvensestraat
60565009,1340877019,19.83,Leuvensestraat
60565011,1340877018,16.13,Leuvensestraat
60565011,60565010,27.26,Leuvensestraat
60565012,1340877017,13.28,Leuvensestraat
60565012,1340877018,14.4,Leuvensestraat
60565013,8856447892,48.69,Leuvensestraat
60565013,1340877017,13.25,Leuvensestraat
60565014,60565015,18.98,Leuvensestraat
60565014,8856447892,44.1,Leuvensestraat
60565015,1340877014,12.37,Leuvensestraat
60565015,60565014,18.98,Leuvensestraat
60565016,1340877011,5.42,Hollestraat
60565016,2710135832,50.41,Leuvensestraat
60565016,266221675,10.23,Leuvensestraat
1497900569,778294826,13.0,Unnamed road
1497900569,1497900574,7.47,Unnamed road
60565010,60565011,27.26,Leuvensestraat
60565010,60565009,101.94,Leuvensestraat
60565017,1675599895,7.89,Leuvensestraat
60565017,325922639,9.0,Leuvensestraat
60565017,12209185551,5.14,Sint-Jorisplein
60565018,12209185545,6.69,Leuvensestraat
60565018,2710135821,5.15,Leuvensestraat
60565019,60565020,10.57,Leuvensestraat
60565019,1675599883,6.08,Leuvensestraat
1497900574,1380798974,2.98,Unnamed road
1497900574,1381506341,18.68,Unnamed road
1497900574,1497900569,7.47,Unnamed road
60565020,1340877007,8.48,Leuvensestraat
60565020,60565019,10.57,Leuvensestraat
60565021,12209185540,6.58,Leuvensestraat
60565021,12209185544,4.12,Leuvensestraat
60565022,1340877004,2.62,Leuvensestraat
60565022,11450651807,3.73,Borrestraat
60565022,12209185538,3.26,Beekstraat
60565023,1675669824,40.24,Beekstraat
60565023,12209185543,4.6,Beekstraat
60565024,1675784101,48.29,Beekstraat
60565025,12123090631,25.29,Beekstraat
60565026,122482527,13.47,Beekstraat
60565026,13260887273,6.81,Unnamed road
1497900582,1497900592,13.34,Unnamed road
1497900582,778294883,13.3,Unnamed road
60565027,5167539987,13.95,Beekstraat
60565028,11682546762,29.67,Beekstraat
60565030,11682546739,3.81,Kauwereelstraat
60565030,11682546763,9.0,Neerijsebaan
60565031,11682546764,86.39,Neerijsebaan
60565031,1340876999,15.58,Neerijsebaan
60565032,11682546744,48.52,Neerijsebaan
60565032,11682546764,30.82,Neerijsebaan
60565033,122497991,181.37,Dijlestraat
60565033,1340595581,5.06,Neerijsebaan
60565033,11682546759,6.52,Neerijsebaan
60565034,11682546760,7.13,Neerijsebaan
60565034,11682546759,6.83,Neerijsebaan
60565035,60565036,11.64,Neerijsebaan
60565035,11682546761,6.85,Neerijsebaan
60565036,241390954,79.4,Neerijsebaan
60565036,60565035,11.64,Neerijsebaan
60565040,1340876996,38.48,Wolfshaegen
60565040,4842645740,41.67,Wolfshaegen
1497900592,778294899,36.16,Unnamed road
1497900592,1497900582,13.34,Unnamed road
60565037,60565038,113.27,Neerijsebaan
60565037,1340876997,108.22,Neerijsebaan
60565038,60565039,12.36,Neerijsebaan
60565038,60565037,113.27,Neerijsebaan
60565039,4842645740,11.63,Wolfshaegen
60565039,60565038,12.36,Neerijsebaan
60565041,2640740893,55.63,Wolfshaegen
60565041,12615389173,32.57,Wolfshaegen
60565043,2640740907,14.45,Wolfshaegen
60565043,2640740893,19.22,Wolfshaegen
60565043,2640740886,21.55,Wolfshaegen
60565043,3090331913,7.76,Voetweg 57
1338517041,3308030269,6.74,Elisabethlaan
1338517041,3308030268,14.54,Elisabethlaan
1497900608,1380798972,32.29,Unnamed road
1497900608,1494297747,24.36,Unnamed road
1497900608,5236719397,11.61,Unnamed road
9719785048,1084473903,14.81,Bierbeekpleindreef
9719785048,833278897,243.16,Bierbeekpleindreef
12851619440,7726351595,2.66,Unnamed road
12851619440,13132027856,2.06,Unnamed road
12851619441,13132027856,2.94,Unnamed road
12851619441,12851634872,145.34,Unnamed road
387458681,3370962207,6.67,Unnamed road
387458681,3370962205,4.71,Unnamed road
387458682,387458683,108.51,Unnamed road
387458682,3370962207,6.83,Unnamed road
387458683,387458684,33.78,Unnamed road
387458683,387458682,108.51,Unnamed road
387458684,3370962212,12.91,Unnamed road
387458684,387458683,33.78,Unnamed road
387458685,387458686,138.44,Unnamed road
387458685,3370962213,16.03,Unnamed road
387458686,3370962216,34.09,Unnamed road
387458686,387458685,138.44,Unnamed road
387458687,3370962219,42.96,Rue de Florival
387458687,387458706,126.16,Rue de Florival
387458687,1116498926,9.86,Unnamed road
387458688,1139098233,23.36,Rue de la Plaine
387458688,3370959261,145.23,Rue de la Plaine
387458690,4536016457,13.17,Rue de la Plaine
387458690,4536016458,8.04,Rue de la Plaine
387458691,1139098359,6.95,Rue de la Plaine
387458691,4536016456,7.71,Rue de la Plaine
387458692,4536016453,11.51,Rue de la Plaine
387458692,4536016454,7.91,Rue de la Plaine
387458693,324625936,117.86,Rue de la Plaine
387458693,4536016452,10.83,Rue de la Plaine
8792201001,8792201002,9.94,Unnamed road
8792201001,8792201000,69.49,Unnamed road
1497900681,1497900684,17.38,Unnamed road
1497900681,1497900701,41.97,Unnamed road
387458698,387458699,20.69,Unnamed road
387458698,1139098384,48.32,Unnamed road
387458699,387458700,78.05,Unnamed road
387458699,387458698,20.69,Unnamed road
1497900684,1497900707,34.2,Unnamed road
1497900684,1497900681,17.38,Unnamed road
387458701,4536016467,14.3,Rue de l'Hézidelle
387458701,1092558215,135.41,Rue de l'Hézidelle
387458701,8238126320,58.71,Unnamed road
387458700,8238126320,31.55,Unnamed road
387458700,387458699,78.05,Unnamed road
387458702,4536016465,9.45,Rue de l'Hézidelle
387458702,4536016466,45.34,Rue de l'Hézidelle
387458697,1139099323,20.89,Rue de la Plaine
387458697,1139098384,10.64,Unnamed road
387458697,8238076555,25.54,Unnamed road
387458703,4536016463,21.56,Rue de l'Hézidelle
387458703,4536016464,11.71,Rue de l'Hézidelle
387458705,4804633659,36.17,Rue de l'Hézidelle
387458705,4536016463,29.36,Rue de l'Hézidelle
387458705,8983062111,2.51,Unnamed road
387458706,4804633659,81.71,Rue de l'Hézidelle
387458706,387458687,126.16,Rue de Florival
387458706,4536016447,12.94,Rue de Florival
8792201002,8792200999,4.9,Unnamed road
8792201002,8792201001,9.94,Unnamed road
8792201003,166683,2.87,Leuvensesteenweg
8792201003,8792201010,49.52,Leuvensesteenweg
8792201003,8792201004,43.28,Unnamed road
8792201004,8792201005,33.15,Unnamed road
8792201004,8792201003,43.28,Unnamed road
387458707,4536012452,11.39,Rue de la Hocaille
387458707,4536012453,40.09,Rue des Moulins
387458707,5768606644,14.36,Rue des Moulins
387458712,4536012430,15.03,Unnamed road
387458712,4536012431,10.3,Unnamed road
387458713,4536012427,23.92,Unnamed road
387458713,4536012429,14.05,Unnamed road
387458714,4157283802,56.42,Unnamed road
387458714,972408676,269.8,Unnamed road
387458715,4157283806,76.5,Unnamed road
387458715,4157283804,29.77,Unnamed road
387458716,4157283809,70.09,Unnamed road
387458716,4157283806,19.04,Unnamed road
1497900701,1497900681,41.97,Unnamed road
1497900701,1497900733,63.62,Unnamed road
387458718,5236719203,53.64,chemin des Meuniers
387458718,10868943969,195.13,chemin des Meuniers
387458719,5236719193,56.29,chemin des Meuniers
387458719,987824078,220.89,chemin des Meuniers
387458720,5236719207,11.35,chemin des Meuniers
387458720,5236719206,30.43,chemin des Meuniers
387458721,5236719189,87.58,chemin des Meuniers
387458721,5236719212,12.45,chemin des Meuniers
387458722,5236719322,6.4,Verte Voie
387458722,5236719321,14.22,Verte Voie
387458722,5236719215,8.72,chemin des Meuniers
1497900707,1497900729,15.48,Unnamed road
1497900707,1497900684,34.2,Unnamed road
387458724,5046121617,49.96,Unnamed road
387458724,1350777317,4.18,Unnamed road
387458725,5046121618,5.63,Unnamed road
387458725,5046121619,42.01,Unnamed road
387458726,5046121619,12.6,Unnamed road
387458726,4523492643,10.15,Unnamed road
1338517150,1338516919,119.91,Elisabethlaan
1338517150,322566941,13.13,Elisabethlaan
387458728,4522900954,12.31,Rue de la Chapelle Robert
387458728,4522900918,15.23,Rue de la Chapelle Robert
8792201006,8792201005,17.03,Unnamed road
8792201006,8792201007,31.57,Unnamed road
8792201008,8792201009,125.83,Unnamed road
8792201008,8792201007,30.72,Unnamed road
8792201007,8792201008,30.72,Unnamed road
8792201007,8792201006,31.57,Unnamed road
387458734,11066505762,10.76,Rue du Bois Brûlé
387458734,11066505763,6.91,Rue du Bois Brûlé
387458736,4523492657,4.31,Rue de Beaumont
387458736,4522793423,40.1,Rue de Beaumont
387458737,4522793427,53.51,Rue de Beaumont
387458737,4522793426,41.79,Rue de Beaumont
387458738,4522793428,20.31,Rue de Beaumont
387458738,4522793427,56.27,Rue de Beaumont
387458739,4522793430,19.66,Rue de Beaumont
387458739,998378819,38.23,Rue de Beaumont
387458740,2066566793,50.36,Rue de Beaumont
387458740,4522793431,13.9,Rue de Beaumont
387458741,998378932,13.29,Rue de Beaumont
387458741,1129266638,6.23,Rue de Beaumont
387458743,1916140270,70.67,Rue Joseph Toussaint
387458743,1107480508,76.2,Rue Joseph Toussaint
387458743,998378886,66.91,Rue Joseph Toussaint
387458744,3336815852,40.27,Rue de Bossut
387458744,4477009538,91.55,Rue Joseph Toussaint
387458744,6616641970,17.69,Rue de Bossut
1497900729,778894499,9.27,Unnamed road
1497900729,1497900707,15.48,Unnamed road
387458746,4477009388,12.65,Chemin du Paradis
387458746,4477009386,18.43,Chemin du Paradis
387458747,387458748,107.71,Chemin du Paradis
387458747,7194855784,34.39,Chemin du Paradis
387458748,7194811237,93.56,Chemin du Paradis
387458748,387458747,107.71,Chemin du Paradis
1497900733,1497900701,63.62,Unnamed road
1497900733,1497900746,65.82,Unnamed road
387458749,7194855787,39.51,Chemin du Paradis
387458749,7194855786,18.78,Chemin du Paradis
387458751,7194831941,13.37,Chemin du Paradis
387458751,7194831942,28.2,Chemin du Paradis
387458752,7194831931,30.35,Chemin du Paradis
387458752,7194831932,19.48,Chemin du Paradis
387458750,7194855788,15.5,Chemin du Paradis
387458750,7194831948,18.51,Chemin du Paradis
387458754,7194925968,5.4,Rue de la Ferme du Petit Royal
387458754,7194925964,57.03,Unnamed road
387458754,7194925967,6.23,Rue de la Ferme du Petit Royal
1497900746,1497900733,65.82,Unnamed road
1497900746,1497900758,32.83,Unnamed road
9348327125,9348327126,2.61,Unnamed road
1497900758,1497900746,32.83,Unnamed road
1497900758,1497900781,70.38,Unnamed road
9348327127,359959555,12.0,Unnamed road
9348327127,9348327128,54.87,Unnamed road
9348327127,316792478,7.01,Unnamed road
9348327128,9348327129,53.41,Unnamed road
9348327126,1338134694,7.03,Unnamed road
9348327126,1338134431,12.92,Unnamed road
9348327126,9348327127,4.24,Unnamed road
9348327129,9348327130,9.06,Unnamed road
9348327130,9348327131,14.46,Unnamed road
9348327131,9348327132,7.94,Unnamed road
9348327132,9348327133,3.95,Unnamed road
9348327133,9348327134,2.74,Unnamed road
9348327135,9878453795,4.17,Unnamed road
9348327135,9348327142,5.53,Unnamed road
9348327134,9348327135,5.35,Unnamed road
9348327137,9878453796,6.19,Unnamed road
9348327139,2111830824,2.02,Unnamed road
9348327140,9348327141,2.43,Unnamed road
9348327141,10269914547,2.19,Unnamed road
9348327142,9348327143,4.02,Unnamed road
9348327143,9348327144,2.95,Unnamed road
9348327144,9348327145,7.03,Unnamed road
9348327145,367906827,14.38,Unnamed road
1497900781,1497900758,70.38,Unnamed road
1497900781,6548490058,23.46,Unnamed road
9348327150,367908690,4.76,Unnamed road
9348327150,367908688,10.37,Unnamed road
9348327151,359959564,138.63,Eugène Pootstraat
9348327151,359959565,5.41,Eugène Pootstraat
3199215344,3196080846,0.27,Klein Begijnhof
3199215344,3196080856,11.99,Klein Begijnhof
1497900785,899273049,17.67,Grezweg
1497900785,6548490058,28.87,Unnamed road
1497900785,2754594477,216.77,Grezstraat
3199215345,665823251,6.8,Unnamed road
3199215345,3203495244,11.82,Unnamed road
9348327155,3690952481,58.83,Unnamed road
9348327155,3690952484,4.84,Unnamed road
9348327156,1439396217,3.92,Unnamed road
9348327156,1439396216,14.82,Unnamed road
5879375608,9573886417,7.82,Unnamed road
5879375608,122498036,35.33,Unnamed road
9348327163,9961345462,4.6,Mechelsesteenweg
9348327163,9961345456,16.87,Mechelsesteenweg
3199215356,4985706650,24.78,Unnamed road
9348327166,315770965,4.16,Van Ingelgomstraat
9348327166,1338887747,1.71,Van Ingelgomstraat
9348327168,359959558,133.2,Unnamed road
9348327168,359959563,5.1,Unnamed road
9348327169,9348327180,5.86,Unnamed road
9348327170,9348327171,3.05,Unnamed road
9348327171,7098646938,4.34,Unnamed road
9348327172,9348327173,2.64,Unnamed road
9348327173,9348327174,4.46,Unnamed road
9348327174,9348327175,3.93,Unnamed road
9348327175,9348327176,18.84,Unnamed road
9348327176,9348327179,5.66,Unnamed road
9348327178,260610331,10.82,Unnamed road
9348327179,9348327178,12.09,Unnamed road
9348327180,9348327170,5.4,Unnamed road
9348327185,6220065842,4.7,Unnamed road
9348327198,4567852173,6.61,Unnamed road
9348327199,2061805493,4.26,Unnamed road
1116743468,2645622797,6.46,Don Boscolaan
1116743468,71335075,7.33,Don Boscolaan
5079050029,16933574,21.93,Tervuursesteenweg
5079050029,116605218,2.06,Tervuursesteenweg
1116743469,18349138,62.08,De Koolstraat
1116743469,2642369115,4.38,Unnamed road
1497900855,1199518466,28.45,Unnamed road
1497900855,1199518477,16.11,Unnamed road
1497900859,3439729466,23.31,Unnamed road
1497900859,3439729467,17.04,Unnamed road
1497900869,1586359457,10.21,Unnamed road
1497900869,8928838405,264.21,Unnamed road
1497900876,4558342170,249.55,Unnamed road
1497900876,1079114476,357.01,Unnamed road
1497900876,4558343003,27.72,Unnamed road
1906583429,11530477406,2.96,Leuvensesteenweg
1906583429,5777281568,19.62,Leuvensesteenweg
1906583430,1151998110,30.82,Tervuursesteenweg
1906583430,1906583434,7.85,Unnamed road
1906583430,2180409873,3.55,Unnamed road
1906583431,21094318,6.81,Edelweisslaan
1906583431,8194808423,7.12,Edelweisslaan
1497900936,159638344,1.83,Lijstersstraat
1906583432,5777281568,2.24,Leuvensesteenweg
1906583432,11669705960,10.99,Leuvensesteenweg
1906583434,1151998137,52.18,Tervuursesteenweg
1906583434,2180409863,1.66,Unnamed road
1906583434,1906583430,7.85,Unnamed road
208152461,1423440686,43.6,Grote Molenweg
208152461,9748313954,12.54,Grote Molenweg
11339048855,11339048856,1.73,Unnamed road
11339048856,11078202170,8.08,Flessentrekkerspad
11339048856,11078202169,9.77,Flessentrekkerspad
11339048856,11339048855,1.73,Unnamed road
11339048859,11078202174,1.64,Unnamed road
208152484,1429135243,113.35,Bergeweg (H121)
208152484,148506934,25.24,Galgebergstraat (H73)
208152484,10937840949,22.75,Galgebergstraat (H73)
1497900967,1497900211,5.8,Unnamed road
1497900967,1497900976,14.96,Unnamed road
208152495,6184177086,51.93,Acacialaan
208152495,6184177085,80.0,Acacialaan
1497900976,1497900967,14.96,Unnamed road
1497900976,1497901016,54.49,Unnamed road
1497900976,1131465390,10.32,Unnamed road
10741360569,3473002330,1.82,Unnamed road
10741360569,3473002324,24.79,Unnamed road
13090695099,1112774159,0.69,Unnamed road
2699044814,8306177920,29.88,Parkstraat
2699044814,8306177817,1.83,Parkstraat
2699044816,6210443499,33.62,Parkstraat
2699044816,8306177817,11.85,Parkstraat
2699044819,6799328939,13.66,Unnamed road
1497901012,1497901025,25.76,Unnamed road
1497901012,1497901016,16.26,Unnamed road
2699044824,6799328939,7.92,Unnamed road
2699044824,6210443500,8.26,Unnamed road
1497901016,1497901012,16.26,Unnamed road
1497901016,1497900976,54.49,Unnamed road
1497901025,1497901012,25.76,Unnamed road
1978410983,1978410997,47.19,Unnamed road
1978410983,1978410988,4.09,Unnamed road
1978410988,1978410983,4.09,Unnamed road
1978410988,1978410992,4.5,Unnamed road
1978410992,1978410988,4.5,Unnamed road
1978410992,1978411012,29.18,Unnamed road
1978410997,1978411001,11.56,Unnamed road
1978410997,1978410983,47.19,Unnamed road
1978411001,1978411005,15.21,Unnamed road
1978411001,1978410997,11.56,Unnamed road
1978411005,1978411009,43.23,Unnamed road
1978411005,1978411001,15.21,Unnamed road
1978411009,181298438,9.8,Nieuwstraat
1978411009,488575687,25.03,Nieuwstraat
1978411009,1978411005,43.23,Unnamed road
1978411012,1978410992,29.18,Unnamed road
1630283781,2633771073,25.62,Sint-Jansbergsesteenweg
1630283781,302008633,245.28,Sint-Jansbergsesteenweg
1630283781,13131942114,10.12,Unnamed road
2699044870,8289871076,4.47,Unnamed road
2699044870,8289871075,3.95,Unnamed road
2633771027,2633771031,124.06,Tervuursesteenweg
2633771027,2099717041,53.95,Tervuursesteenweg
2633771029,2633771031,32.3,Tervuursesteenweg
2633771029,13131830157,13.41,Tervuursesteenweg
2633771031,2633771027,124.06,Tervuursesteenweg
2633771031,2633771029,32.3,Tervuursesteenweg
2633771033,13131829784,8.54,Unnamed road
2633771033,2633771035,34.48,Tervuursesteenweg
2633771033,1151668705,22.18,Tervuursesteenweg
2633771035,2633771037,74.68,Tervuursesteenweg
2633771035,2633771033,34.48,Tervuursesteenweg
13228582940,13228583184,9.39,Toverberg
13228582940,549778276,12.73,Toverberg
2633771037,1439572448,4.98,Unnamed road
2633771037,2633771035,74.68,Tervuursesteenweg
2633771037,13308373474,18.85,Tervuursesteenweg
2633771037,13131830134,6.99,Parkweg
2633771041,836434313,9.52,Tervuursesteenweg
2633771041,1439572311,12.66,Berg Taborweg
2633771041,5042874485,15.02,Tervuursesteenweg
4145031202,4145031203,58.0,Unnamed road
4145031202,4145031204,20.67,Unnamed road
2699044899,8289871087,3.37,Unnamed road
2699044899,8289871088,2.45,Unnamed road
4145031204,4145031202,20.67,Unnamed road
4145031204,20964299,14.04,Unnamed road
4145031205,8599521921,2.52,Unnamed road
4145031203,12003628916,15.66,Unnamed road
4145031203,4145031202,58.0,Unnamed road
2633771047,2633771051,10.67,Unnamed road
2633771047,13131830082,2.59,Unnamed road
9656744704,9656744686,56.88,Unnamed road
9656744704,9656744703,1.08,Unnamed road
2699044907,5629043311,5.57,Unnamed road
2699044907,8289871087,4.96,Unnamed road
2633771051,2633771054,10.4,Unnamed road
2633771051,2633771047,10.67,Unnamed road
1497901100,1497901102,40.98,Unnamed road
1497901100,78256558,54.82,Lijstersstraat
2633771054,2171221563,15.7,Unnamed road
2633771054,2633771051,10.4,Unnamed road
1497901102,1497901110,14.08,Unnamed road
1497901102,1497901100,40.98,Unnamed road
8615372852,8615372853,3.87,Unnamed road
8615372853,8615372854,50.0,Unnamed road
8615372853,8615372852,3.87,Unnamed road
8615372853,8615372862,25.42,Unnamed road
1497901110,1497901102,14.08,Unnamed road
2633771063,13201545668,35.8,Keibergstraat
2633771063,2633771066,14.51,Keibergstraat
2699044920,616582002,13.27,Unnamed road
2699044920,8289871059,10.13,Unnamed road
2699044920,2699044929,12.53,Unnamed road
11077691448,309517736,11.29,Ikaroslaan
2633771066,2633771063,14.51,Keibergstraat
2633771066,1630298013,40.97,Keibergstraat
2633771066,1570157607,5.94,Unnamed road
11077691451,309517738,2.35,Ikaroslaan
8615372858,7258330033,2.89,Unnamed road
8615372858,8615372859,1.9,Unnamed road
8615372859,8615372860,18.28,Unnamed road
8615372859,8615372858,1.9,Unnamed road
11077691450,309520413,252.39,Ikaroslaan
8615372860,8615372862,9.25,Unnamed road
8615372860,8615372859,18.28,Unnamed road
11077691452,11077691453,11.27,Michielsstraat
11077691452,11077691457,7.02,Michielsstraat
2699044929,2699044920,12.53,Unnamed road
2699044929,2699044939,14.34,Unnamed road
2633771073,1630283781,25.62,Sint-Jansbergsesteenweg
2633771073,1630283898,43.31,Sint-Jansbergsesteenweg
11077691459,11077691458,4.01,Ikaroslaan
11077691460,11077691463,3.04,Unnamed road
11077691460,950708060,29.2,Unnamed road
11077691458,309517732,4.69,Ikaroslaan
11077691462,11077691461,3.31,Unnamed road
11077691462,309521684,2.29,Unnamed road
11077691463,309521684,3.57,Unnamed road
11077691463,11077691460,3.04,Unnamed road
2699044936,8289871063,6.93,Unnamed road
2699044936,8289871054,4.03,Unnamed road
2633771081,13103720908,48.67,Sint-Jansbergsesteenweg
2633771081,2645684335,19.89,Sint-Jansbergsesteenweg
11077691461,11077691464,58.14,Unnamed road
11077691461,11077691462,3.31,Unnamed road
2699044939,616582005,10.46,Unnamed road
2699044939,616582002,11.56,Unnamed road
2699044939,2699044929,14.34,Unnamed road
5042874444,249700070,59.38,Koning Boudewijnlaan
5042874445,1026379937,33.36,Koning Boudewijnlaan
2699044942,2699044961,11.65,Unnamed road
2699044942,616582005,12.81,Unnamed road
5042874447,5073965392,46.89,Unnamed road
5042874447,3178600263,1.52,Unnamed road
5042874446,18232312,38.24,Koning Boudewijnlaan
5042874449,12526553491,3.17,Unnamed road
5042874449,12526553490,2.4,Unnamed road
5042874449,12526553469,1.45,Unnamed road
2633771089,1149134746,5.57,Goswin III-Laan
2633771089,2633771087,15.17,Sint-Jansbergsesteenweg
2633771089,5768009171,34.29,Sint-Jansbergsesteenweg
2633771089,13131941361,9.08,Unnamed road
2633771087,5768009172,19.99,Sint-Jansbergsesteenweg
2633771087,2633771089,15.17,Sint-Jansbergsesteenweg
2633771092,5768009170,92.2,Sint-Jansbergsesteenweg
2633771092,181298008,123.26,Sint-Jansbergsesteenweg
5042874453,12526553480,4.71,IJzerenmolenstraat
5042874453,12526553468,5.98,Unnamed road
5042874453,3390608165,3.18,IJzerenmolenstraat
5042874453,12526553467,3.42,Unnamed road
5042874453,180109831,42.15,Unnamed road
2633771094,13131829785,8.58,Unnamed road
2633771094,1151668705,28.5,Tervuursesteenweg
2633771094,1151668722,4.48,Tervuursesteenweg
2699044951,8289871058,3.38,Unnamed road
2699044951,8289871053,2.97,Unnamed road
2633771096,1026379924,40.41,Koning Boudewijnlaan
5042874456,3316945470,19.57,IJzerenmolenstraat
5042874456,8856759275,14.74,IJzerenmolenstraat
3574605913,1857844767,7.98,Unnamed road
3574605913,1483481224,10.39,Unnamed road
2633771099,126679457,330.5,Koning Boudewijnlaan
2422483036,239988046,15.48,Karrestraat
2422483036,2509539403,16.0,Karrestraat
2422483036,13148206889,3.11,Unnamed road
2422483032,13148206889,8.27,Unnamed road
2422483032,2422483026,51.0,Unnamed road
11077691482,1541566382,46.76,Schevestraat
11077691482,11077691481,26.51,Schevestraat
11077691482,12009278869,7.7,Unnamed road
2633771103,2633771099,7.66,Veilingweg
11077691481,11077691482,26.51,Schevestraat
11077691481,8791514287,7.0,Schevestraat
11077691481,11077691480,4.69,Unnamed road
2633771105,2633771103,4.27,Veilingweg
2699044961,8289871053,2.82,Unnamed road
2699044961,2699044942,11.65,Unnamed road
2633771107,9630856345,10.84,Unnamed road
2633771107,2633771109,67.14,Veilingweg
2633771107,126679456,82.79,Veilingweg
11077691483,11077691484,43.25,Unnamed road
11077691483,12009278869,12.13,Unnamed road
11077691483,11077691485,25.83,Unnamed road
2633771109,1101917210,9.16,Unnamed road
2633771109,126679455,14.23,Veilingweg
2633771109,2633771107,67.14,Veilingweg
11077691485,11077691483,25.83,Unnamed road
2633771112,13370535110,4.98,Unnamed road
2633771112,13092522032,8.21,IJzerenmolenstraat
2633771112,13370535119,9.78,IJzerenmolenstraat
2633771112,13370535117,8.89,Unnamed road
2633771113,13370535108,10.77,IJzerenmolenstraat
2633771113,13370535109,8.7,IJzerenmolenstraat
2633771116,2633771120,23.28,Tervuursevest
2633771116,11476249042,29.76,Tervuursevest
5042874479,3379492008,57.18,Unnamed road
5042874479,12526553500,2.17,Unnamed road
2633771120,21178592,9.65,Tervuursevest
2633771120,2633771116,23.28,Tervuursevest
5042874481,5042874480,5.29,Unnamed road
2633771122,2349077920,17.54,Studentenwijk Arenberg
2633771122,7598642167,11.81,Studentenwijk Arenberg
2633771123,2622812885,7.1,Studentenwijk Arenberg
2633771123,1812296937,11.66,Studentenwijk Arenberg
2633771123,3801929564,10.81,Unnamed road
2633771124,12736946704,14.5,Unnamed road
2633771124,2633771144,9.5,Unnamed road
5042874482,1439572269,6.7,Sint-Jansbergsesteenweg
5042874482,13384442115,4.41,Unnamed road
5042874482,13101668282,7.67,Unnamed road
5042874485,2633771041,15.02,Tervuursesteenweg
5042874485,2518922583,3.67,Tervuursesteenweg
5042874485,1439572325,6.64,Unnamed road
5042874483,5042874482,8.27,Sint-Jansbergsesteenweg
5042874480,13163331354,3.9,Unnamed road
2633771129,7877306624,9.71,Unnamed road
2633771129,12736946708,3.34,Unnamed road
2633771129,7872278787,32.3,Unnamed road
1630283898,12737357945,5.7,Groeneweg
1630283898,2633771073,43.31,Sint-Jansbergsesteenweg
1630283898,5768009207,20.13,Sint-Jansbergsesteenweg
5042874486,9683199644,3.52,Unnamed road
5042874486,9683199645,3.69,Unnamed road
2633771134,5446267226,30.58,Studentenwijk Arenberg
2633771134,1440669291,8.63,Studentenwijk Arenberg
13228583041,7385596235,19.96,Unnamed road
13228583041,1000649405,3.34,Unnamed road
2633771138,1026364219,30.12,Unnamed road
2633771138,12652265955,59.59,Unnamed road
13228583042,13228583250,2.75,Marie Popelinlaan
13228583042,549778273,1.52,Marie Popelinlaan
2633771140,9769378072,3.04,Unnamed road
2633771140,21112363,65.97,Unnamed road
2633771140,2633771141,32.97,Unnamed road
2633771141,2633771143,13.83,Unnamed road
2633771141,8440221470,21.25,Unnamed road
2633771141,2633771140,32.97,Unnamed road
2633771142,1440669306,7.94,Studentenwijk Arenberg
2633771142,2633771144,4.92,Studentenwijk Arenberg
2633771142,1440669308,9.23,Unnamed road
2633771143,7872278789,20.78,Studentenwijk Arenberg
2633771143,2633771141,13.83,Unnamed road
2633771144,2633771142,4.92,Studentenwijk Arenberg
2633771144,21178569,82.73,Studentenwijk Arenberg
2633771144,7872278789,35.8,Studentenwijk Arenberg
2633771144,2633771124,9.5,Unnamed road
2633771145,8440221461,7.86,Unnamed road
2633771145,1440669339,64.36,Unnamed road
159656074,1096508366,1.66,Constantin Meunierstraat
159656075,1096508382,1.36,Constantin Meunierstraat
2633771147,126686856,14.25,Unnamed road
2633771147,21055736,21.8,Unnamed road
2633771147,2633771148,30.65,Unnamed road
2633771149,126686855,22.83,Unnamed road
2633771149,126686856,20.64,Unnamed road
2633771150,2633771151,19.55,Unnamed road
2633771150,126686855,7.63,Unnamed road
2633771151,126686853,8.61,Unnamed road
2633771151,2633771150,19.55,Unnamed road
2633771151,853603534,22.61,Kasteelpark Arenberg
2633771152,1113552663,6.71,Unnamed road
2633771152,126686853,6.78,Unnamed road
2633771152,2633771153,21.44,Kasteelpark Arenberg
2633771153,5440710952,25.78,Kasteelpark Arenberg
2633771148,126686857,11.21,Unnamed road
2633771148,2633771147,30.65,Unnamed road
2633771154,21055736,32.5,Unnamed road
2633771154,10980732772,6.05,Unnamed road
2633771154,2633771155,41.42,Unnamed road
2633771156,2633771157,22.22,Unnamed road
2633771156,126686858,7.58,Unnamed road
2633771157,2633771155,20.19,Unnamed road
2633771157,2633771156,22.22,Unnamed road
2633771155,2633771154,41.42,Unnamed road
2633771155,2633771157,20.19,Unnamed road
13228583065,13228583066,2.84,Marie Popelinlaan
13228583066,13228583067,2.85,Marie Popelinlaan
13228583067,13228583068,2.85,Marie Popelinlaan
13228583068,13228583069,2.84,Marie Popelinlaan
13228583069,13228583070,2.84,Marie Popelinlaan
13228583069,13228583289,4.45,Unnamed road
13228583070,549778273,0.54,Marie Popelinlaan
13228583071,13228583072,2.84,Marie Popelinlaan
13228583072,13228583073,2.67,Marie Popelinlaan
1630283937,1630283968,9.18,Unnamed road
1630283937,1630283853,61.6,Unnamed road
13228583073,13228583074,2.67,Marie Popelinlaan
